Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];Fehler1 ;Fehler2 ;Fehler3 ;
24.12.2022;00:03:03;12,9;12,8;0;31,3;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,5;62,9;8,0;60,0;0;65,2;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,3;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:04:03;12,9;12,8;0;31,2;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,5;62,9;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;46,0;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:05:03;12,9;12,8;0;31,2;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,6;62,8;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:06:03;12,9;12,8;0;31,2;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,6;62,9;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:07:03;12,9;12,8;0;31,2;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,6;62,9;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:08:03;12,9;12,8;0;31,2;8,0;18,5;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,8;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;45,9;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:09:03;12,9;12,8;0;31,2;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,5;62,8;8,0;60,0;0;64,9;8,0;8,0;0,00;0,00;0;0;46,0;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:10:03;12,9;12,8;0;31,2;8,0;18,6;8,0;0;0;0,0;2064;46,4;46,4;25,0;0;8200;16,7;62,8;8,0;60,0;0;64,9;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,2;46,4;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:11:03;12,9;12,8;0;31,1;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,8;62,8;8,0;60,0;0;64,8;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,1;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:12:03;12,9;12,8;0;31,1;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,8;8,0;8,0;0,00;0,00;0;0;45,9;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,1;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:13:03;12,9;12,8;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,8;8,0;60,0;0;64,8;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:14:03;12,9;12,8;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,5;62,7;8,0;60,0;0;64,7;8,0;8,0;0,00;0,00;0;0;45,9;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:15:03;12,9;12,7;0;31,1;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,8;62,8;8,0;60,0;0;64,6;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,1;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:16:03;12,9;12,7;0;31,1;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,8;8,0;60,0;0;64,5;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,1;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:17:03;12,9;12,7;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,5;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:18:03;12,8;12,7;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,4;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:19:03;12,8;12,7;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,4;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:20:03;12,8;12,7;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,7;62,7;8,0;60,0;0;64,4;8,0;8,0;0,00;0,00;0;0;45,6;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:21:03;12,8;12,7;0;31,0;8,0;18,6;8,0;0;0;0,0;2064;46,3;46,3;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,4;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;31,0;46,3;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:22:03;12,8;12,7;0;30,9;8,0;18,6;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,3;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,9;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:23:03;12,8;12,7;0;30,9;8,0;18,6;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,5;62,7;8,0;60,0;0;64,3;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,9;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:24:03;12,8;12,7;0;30,9;8,0;18,6;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,7;8,0;60,0;0;64,2;8,0;8,0;0,00;0,00;0;0;45,9;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,9;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:25:03;12,8;12,7;0;30,9;8,0;18,6;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,6;8,0;60,0;0;64,1;8,0;8,0;0,00;0,00;0;0;45,8;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,9;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:26:03;12,8;12,7;0;30,9;8,0;18,6;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,6;8,0;60,0;0;64,1;8,0;8,0;0,00;0,00;0;0;45,7;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,9;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:27:03;12,8;12,7;0;30,9;8,0;18,5;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,6;8,0;60,0;0;64,1;8,0;8,0;0,00;0,00;0;0;46,1;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,9;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:28:03;12,8;12,7;0;30,9;8,0;18,5;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,6;8,0;60,0;0;63,9;8,0;8,0;0,00;0,00;0;0;46,0;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,8;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:29:03;12,8;12,7;0;30,8;8,0;18,5;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,5;62,6;8,0;60,0;0;63,8;8,0;8,0;0,00;0,00;0;0;45,6;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,8;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:30:03;12,8;12,7;0;30,8;8,0;18,5;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,5;62,5;8,0;60,0;0;63,9;8,0;8,0;0,00;0,00;0;0;45,6;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,8;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:31:03;12,8;12,7;0;30,8;8,0;18,5;8,0;0;0;0,0;2064;46,2;46,2;25,0;0;8200;16,6;62,6;8,0;60,0;0;63,8;8,0;8,0;0,00;0,00;0;0;45,6;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,8;46,2;1;1;0;107;0;0;0;0,0;0;0;0;
24.12.2022;00:32:03;12,8;12,7;0;30,8;8,0;18,5;8,0;0;0;0,0;2064;46,1;46,1;25,0;0;8200;16,6;62,5;8,0;60,0;0;63,8;8,0;8,0;0,00;0,00;0;0;45,9;146,0;6000;0;99;0;0;1;0;0;0;0;0;0;0;0;30,8;46,1;1;1;0;107;0;0;0;0,0;0;0;0;
