Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Statusbit;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];PE1 Runtime[h];Fehler1 ;Fehler2 ;Fehler3 ;
17.09.2024;00:03:27;16,0;16,0;0;31,5;8,0;19,5;8,0;0;0;0,0;8;44,1;44,1;25,0;0;8200;17,5;63,9;8,0;60,0;0;65,2;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,5;44,1;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:04:27;16,0;16,0;0;31,5;8,0;19,5;8,0;0;0;0,0;8;44,1;44,1;25,0;0;8200;17,6;63,9;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,5;44,1;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:05:27;16,0;16,0;0;31,5;8,0;19,6;8,0;0;0;0,0;8;44,0;44,0;25,0;0;8200;17,6;63,9;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,5;44,0;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:06:27;16,0;16,0;0;31,5;8,0;19,5;8,0;0;0;0,0;8;44,0;44,0;25,0;0;8200;17,7;63,9;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;47,7;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,5;44,0;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:07:27;16,0;15,9;0;31,5;8,0;19,6;8,0;0;0;0,0;8;44,0;44,0;25,0;0;8200;17,7;63,8;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,5;44,0;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:08:27;16,0;15,9;0;31,5;8,0;19,6;8,0;0;0;0,0;8;44,0;44,0;25,0;0;8200;17,6;63,9;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,5;44,0;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:09:27;16,0;15,9;0;31,4;8,0;19,5;8,0;0;0;0,0;8;44,0;44,0;25,0;0;8200;17,9;63,8;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,4;44,0;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:10:27;16,0;15,9;0;31,4;8,0;19,5;8,0;0;0;0,0;8;43,9;43,9;25,0;0;8200;17,6;63,8;8,0;60,0;0;64,9;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,4;43,9;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:11:27;16,0;15,9;0;31,4;8,0;19,5;8,0;0;0;0,0;8;43,9;43,9;25,0;0;8200;17,7;63,8;8,0;60,0;0;64,9;8,0;8,0;0,00;0,00;0;0;47,7;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,4;43,9;1;0;0;107;0;0;0;0,0;3655;0;0;0;
17.09.2024;00:12:27;16,0;15,9;0;31,4;8,0;19,5;8,0;0;0;0,0;8;43,9;43,9;25,0;0;8200;17,6;63,8;8,0;60,0;0;64,7;8,0;8,0;0,00;0,00;0;0;47,6;146,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;31,4;43,9;1;0;0;107;0;0;0;0,0;3655;0;0;0;
