22.10.2024;11:57:57;0,0;0,0;0;0,0;50,4;18,8;19,0;0;-1;0,0;8224;0,0;0,0;30,0;0;16712;16,8;0,0;0,0;0,0;0;0,0;0,0;0,0;0,00;0,00;0;0;0,0;0,0;6000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0,0;0,0;0;0;0;0;0;0;0;0,0;3743;0;0;0;
22.10.2024;11:58:57;0,0;0,0;0;0,0;50,4;18,8;19,0;0;-1;0,0;8224;0,0;0,0;30,0;0;16712;16,8;0,0;0,0;0,0;0;0,0;0,0;0,0;0,00;0,00;0;0;0,0;0,0;6000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0,0;0,0;0;0;0;0;0;0;0;0,0;3743;0;0;0;
22.10.2024;11:59:57;14,4;14,4;0;16,1;34,0;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;16,9;50,1;70,0;60,0;0;46,9;120,0;120,0;0,00;0,00;50;44;133,2;125,0;6000;0;2;4;0;0;0;0;1;0;1;0;1;1;0;16,1;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:00:57;14,4;14,4;0;16,1;34,0;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;16,9;50,1;70,0;60,0;0;45,6;120,0;120,0;70,00;30,00;60;34;125,6;125,0;6000;0;2;4;1;0;0;0;1;0;1;0;0;1;0;16,1;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:01:57;14,4;14,5;0;16,2;34,0;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;16,9;50,1;70,0;60,0;0;44,8;120,0;120,0;0,00;0,00;60;34;125,6;125,0;6000;0;2;4;0;0;0;0;1;0;1;0;1;1;0;16,2;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:02:57;14,4;14,5;0;16,3;34,0;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;16,9;50,1;70,0;60,0;0;44,3;120,0;120,0;0,00;0,00;60;34;125,6;125,0;6000;0;2;4;0;0;0;0;1;0;1;0;0;1;0;16,3;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:03:57;14,5;14,5;0;16,4;33,9;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;17,0;50,0;70,0;60,0;0;44,1;120,0;120,0;0,00;0,00;60;34;125,7;125,0;6000;0;2;4;0;0;0;0;1;0;1;0;1;1;0;16,4;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:04:57;14,5;14,6;0;16,5;33,9;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;16,9;50,0;70,0;60,0;0;44,2;120,0;120,0;0,00;0,00;60;34;125,8;125,0;6000;0;2;4;0;0;0;0;1;0;0;0;0;0;0;16,5;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:05:57;14,5;14,6;0;16,5;33,9;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;17,0;49,9;70,0;60,0;0;44,5;120,0;120,0;0,00;0,00;60;34;126,0;125,0;6000;0;2;4;0;0;0;0;1;0;0;0;1;0;0;16,5;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
22.10.2024;12:06:57;14,5;14,6;0;16,6;33,9;18,9;19,0;0;-1;0,0;8224;19,6;19,6;30,0;0;16648;16,9;49,9;70,0;60,0;0;44,8;120,0;120,0;0,00;0,00;60;34;125,4;125,0;6000;0;2;4;0;0;0;0;1;0;0;0;0;0;0;16,6;19,6;1;0;0;110;0;0;0;0,0;3743;0;0;0;
