Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Statusbit;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];PE1 Runtime[h];Fehler1 ;Fehler2 ;Fehler3 ;
22.01.2025;00:03:47;3,5;3,6;0;43,5;44,5;15,6;17,0;100;0;0,0;16;35,1;35,1;25,0;0;8200;13,6;67,7;70,0;60,0;0;198,0;8,0;8,0;0,00;0,00;0;0;48,3;139,0;6000;0;99;1879048192;0;0;0;0;0;1;0;0;0;0;0;43,5;35,1;1;1;0;95;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:04:47;3,5;3,6;0;44,7;45,0;15,5;17,0;100;1;0,0;16;35,1;35,1;25,0;0;8200;13,6;67,3;70,0;60,0;0;192,5;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;1879048192;0;0;0;0;0;1;0;0;0;0;0;44,7;35,1;1;1;0;95;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:05:47;3,5;3,6;0;44,6;45,0;15,5;17,0;100;0;0,0;16;35,1;35,1;25,0;0;8200;13,6;66,8;70,0;60,0;0;187,5;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;1879048192;0;0;0;0;0;1;0;0;0;0;0;44,6;35,1;1;1;0;95;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:06:47;3,6;3,6;0;44,6;44,4;15,6;17,0;100;0;0,0;16;35,1;35,1;25,0;0;8200;13,6;66,2;70,0;60,0;0;182,8;8,0;8,0;0,00;0,00;0;0;48,3;139,0;6000;0;99;1879048192;0;0;0;0;0;1;0;0;0;0;0;44,6;35,0;1;1;0;95;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:07:47;3,6;3,6;0;44,6;44,4;15,6;17,0;100;0;0,0;16;35,1;35,1;25,0;0;8200;13,6;65,7;70,0;60,0;0;178,9;215,5;215,5;0,00;0,00;55;51;145,0;125,0;6000;0;2;4;0;0;0;0;1;1;0;0;0;0;0;44,6;35,1;1;1;0;95;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:08:47;3,6;3,6;0;44,3;44,4;15,6;17,0;100;-1;0,0;16;35,0;35,0;25,0;0;8200;13,6;65,1;70,0;60,0;0;182,1;215,5;215,5;70,00;90,00;60;40;124,8;125,0;6000;0;2;4;1;0;0;0;1;1;0;0;0;0;0;44,3;35,0;1;1;0;94;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:09:47;3,6;3,6;0;42,3;44,4;15,6;17,0;100;-1;0,0;16;35,1;35,1;25,0;0;8200;13,6;64,9;70,0;60,0;0;305,5;215,5;215,5;0,00;0,00;65;41;125,5;125,0;6000;0;3;8;0;0;0;0;0;1;0;0;1;0;0;42,3;35,1;1;1;0;94;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:10:47;3,6;3,6;0;41,3;44,4;15,6;17,0;100;-1;0,0;16;35,1;35,1;25,0;0;8200;13,6;66,2;70,0;60,0;0;426,2;215,5;215,5;0,00;0,00;65;41;125,3;125,0;6000;0;3;268435464;0;0;0;0;0;1;0;1;0;0;0;41,3;35,1;1;1;0;94;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:11:47;3,6;3,6;0;43,8;44,4;15,6;17,0;100;1;0,0;16;35,2;35,2;25,0;0;8200;13,6;68,3;70,0;60,0;0;439,0;215,5;215,5;0,00;0,00;65;41;125,2;125,0;6000;0;3;268435464;0;0;0;0;0;1;0;0;0;0;0;43,8;35,2;1;1;0;94;0;0;0;0,0;4670;0;0;0;
22.01.2025;00:12:47;3,6;3,6;0;44,5;44,4;15,6;17,0;100;0;0,0;16;35,1;35,1;25,0;0;8200;13,6;69,7;70,0;60,0;0;422,1;215,5;215,5;0,00;0,00;65;41;125,7;125,0;6000;0;3;268435464;0;0;0;0;0;1;0;0;0;0;0;44,5;35,1;1;1;0;94;0;0;0;0,0;4670;0;0;0;
