Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Statusbit;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];PE1 Runtime[h];Fehler1 ;Fehler2 ;Fehler3 ;
12.07.2025;00:03:47;24,4;23,9;0;34,1;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,0;64,2;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,1;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:04:47;24,3;23,9;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,4;64,2;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:05:47;24,3;23,9;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,1;64,2;8,0;60,0;0;65,1;8,0;8,0;0,00;0,00;0;0;48,1;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:06:47;24,3;23,9;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,0;64,1;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:07:47;24,3;23,9;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,2;64,1;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;48,1;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:08:47;24,3;23,9;0;34,0;8,0;25,2;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,1;64,1;8,0;60,0;0;65,0;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:09:47;24,3;23,8;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,1;64,0;8,0;60,0;0;64,9;8,0;8,0;0,00;0,00;0;0;48,1;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:10:47;24,2;23,8;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,3;64,0;8,0;60,0;0;64,8;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:11:47;24,2;23,8;0;34,0;8,0;25,1;8,0;0;0;0,0;8;53,5;53,5;25,0;0;8200;23,0;64,0;8,0;60,0;0;64,8;8,0;8,0;0,00;0,00;0;0;48,1;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;34,0;53,5;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:12:47;24,2;23,8;0;33,9;8,0;25,1;8,0;0;0;0,0;8;53,4;53,4;25,0;0;8200;23,1;64,0;8,0;60,0;0;64,8;8,0;8,0;0,00;0,00;0;0;48,1;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;33,9;53,4;1;1;0;106;0;0;0;0,0;5706;0;0;0;
12.07.2025;00:13:47;24,2;23,8;0;33,9;8,0;25,1;8,0;0;0;0,0;8;53,4;53,4;25,0;0;8200;23,1;64,0;8,0;60,0;0;64,7;8,0;8,0;0,00;0,00;0;0;48,2;139,0;6000;0;99;-2147483648;0;0;0;0;0;0;0;0;0;0;0;33,9;53,4;1;1;0;106;0;0;0;0,0;5706;0;0;0;
